EGID_chiff;EWID;Belegungsjahr;Bauperiode;Quartiersgruppe;Quartiersgruppe Name;Wohnungsgroesse;Anz_Kinder;Anz_Erwachsene;HH_Typ;HH_Typ_label;Erstellungsjahr
104-233-67-156-113-112-124-210-160-134-118-83-12-12-171-81-157-21-28-204-229-136-105-74-47-121-253-40-245-97-160-118;5;2013;8022;22;Quartiergruppe Riethüsli;2;0;1;1;Einpersonenhaushalt;2011
104-233-67-156-113-112-124-210-160-134-118-83-12-12-171-81-157-21-28-204-229-136-105-74-47-121-253-40-245-97-160-118;5;2018;8022;22;Quartiergruppe Riethüsli;2;0;2;5;Haushalte mit zwei Erwachsenen;2011
104-233-67-156-113-112-124-210-160-134-118-83-12-12-171-81-157-21-28-204-229-136-105-74-47-121-253-40-245-97-160-118;6;2015;8022;22;Quartiergruppe Riethüsli;3;0;1;1;Einpersonenhaushalt;2011
104-233-67-156-113-112-124-210-160-134-118-83-12-12-171-81-157-21-28-204-229-136-105-74-47-121-253-40-245-97-160-118;6;2016;8022;22;Quartiergruppe Riethüsli;3;0;1;1;Einpersonenhaushalt;2011
108-114-46-210-189-72-151-45-172-69-73-15-240-47-11-149-116-117-234-56-76-210-35-219-100-208-106-236-9-47-101-49;1;2016;8022;11;Quartiergruppe Winkeln;6;0;2;5;Haushalte mit zwei Erwachsenen;2016
108-114-46-210-189-72-151-45-172-69-73-15-240-47-11-149-116-117-234-56-76-210-35-219-100-208-106-236-9-47-101-49;1;2019;8022;11;Quartiergruppe Winkeln;6;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2016
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;1;2016;8022;21;Quartiergruppe Rosenberg;2;0;2;5;Haushalte mit zwei Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;1;2017;8022;21;Quartiergruppe Rosenberg;2;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;2;2017;8022;21;Quartiergruppe Rosenberg;2;0;1;1;Einpersonenhaushalt;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;4;2014;8022;21;Quartiergruppe Rosenberg;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;4;2015;8022;21;Quartiergruppe Rosenberg;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;5;2013;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;6;2018;8022;21;Quartiergruppe Rosenberg;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;8;2015;8022;21;Quartiergruppe Rosenberg;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;8;2016;8022;21;Quartiergruppe Rosenberg;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;8;2018;8022;21;Quartiergruppe Rosenberg;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;9;2015;8022;21;Quartiergruppe Rosenberg;4;0;5;6;Haushalte mit drei oder mehr Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;9;2016;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;9;2017;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;10;2015;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
109-143-172-87-51-15-239-50-131-184-57-88-14-88-172-11-147-152-7-66-218-161-201-237-153-7-93-164-187-41-184-215;10;2016;8022;21;Quartiergruppe Rosenberg;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81;1;2017;8022;31;Quartiergruppe Rotmonten;4;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2011
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81;2;2013;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2011
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81;2;2015;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2011
10-103-113-28-181-232-160-115-43-162-248-178-179-66-180-78-115-102-191-144-52-216-152-98-70-143-62-70-173-76-63-81;2;2018;8022;31;Quartiergruppe Rotmonten;4;0;1;1;Einpersonenhaushalt;2011
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17;1;2017;8022;24;Quartiergruppe Innenstadt;3;0;2;5;Haushalte mit zwei Erwachsenen;2013
10-124-7-198-228-61-124-138-182-232-207-245-221-26-67-250-101-18-14-230-205-139-187-81-75-195-222-213-111-25-240-17;2;2015;8022;24;Quartiergruppe Innenstadt;4;0;2;5;Haushalte mit zwei Erwachsenen;2013
10-209-247-178-209-183-206-131-142-249-145-66-41-115-211-142-244-134-98-250-245-253-159-216-27-127-44-104-226-248-202-162;2;2018;8022;23;Quartiergruppe St.Georgen;3;0;1;1;Einpersonenhaushalt;2013
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;1;2012;8022;35;Quartiergruppe Neudorf;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;1;2014;8022;35;Quartiergruppe Neudorf;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;2;2013;8022;35;Quartiergruppe Neudorf;4;2;4;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;2;2016;8022;35;Quartiergruppe Neudorf;4;2;4;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;4;2012;8022;35;Quartiergruppe Neudorf;5;0;1;1;Einpersonenhaushalt;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;4;2015;8022;35;Quartiergruppe Neudorf;5;0;2;5;Haushalte mit zwei Erwachsenen;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;4;2017;8022;35;Quartiergruppe Neudorf;5;0;2;5;Haushalte mit zwei Erwachsenen;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;6;2013;8022;35;Quartiergruppe Neudorf;5;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;6;2017;8022;35;Quartiergruppe Neudorf;5;0;1;1;Einpersonenhaushalt;2012
111-227-89-209-0-202-169-191-14-133-21-137-90-158-230-63-109-6-183-126-40-109-120-99-11-218-163-78-207-247-207-180;6;2019;8022;35;Quartiergruppe Neudorf;5;0;1;1;Einpersonenhaushalt;2012
112-216-67-230-211-235-163-179-136-178-64-108-226-154-70-152-226-105-25-4-103-10-143-9-116-23-92-88-135-105-206-62;1;2015;8022;31;Quartiergruppe Rotmonten;7;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2015
112-216-67-230-211-235-163-179-136-178-64-108-226-154-70-152-226-105-25-4-103-10-143-9-116-23-92-88-135-105-206-62;1;2016;8022;31;Quartiergruppe Rotmonten;7;3;3;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2015
112-216-67-230-211-235-163-179-136-178-64-108-226-154-70-152-226-105-25-4-103-10-143-9-116-23-92-88-135-105-206-62;1;2019;8022;31;Quartiergruppe Rotmonten;7;3;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2015
112-239-168-21-203-187-217-61-26-1-104-75-125-147-211-137-42-115-208-144-81-184-127-130-102-245-18-214-187-244-202-190;1;2016;8022;31;Quartiergruppe Rotmonten;6;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2013
112-239-168-21-203-187-217-61-26-1-104-75-125-147-211-137-42-115-208-144-81-184-127-130-102-245-18-214-187-244-202-190;1;2019;8022;31;Quartiergruppe Rotmonten;6;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2013
112-250-167-126-131-83-54-53-43-99-79-187-163-216-117-65-56-7-197-5-37-149-139-221-128-228-152-204-226-214-102-61;5;2019;8023;34;Quartiergruppe Notkersegg;2;0;1;1;Einpersonenhaushalt;2019
112-250-167-126-131-83-54-53-43-99-79-187-163-216-117-65-56-7-197-5-37-149-139-221-128-228-152-204-226-214-102-61;7;2019;8023;34;Quartiergruppe Notkersegg;3;0;2;5;Haushalte mit zwei Erwachsenen;2019
112-250-167-126-131-83-54-53-43-99-79-187-163-216-117-65-56-7-197-5-37-149-139-221-128-228-152-204-226-214-102-61;12;2019;8023;34;Quartiergruppe Notkersegg;3;0;2;5;Haushalte mit zwei Erwachsenen;2019
114-151-243-119-192-170-27-113-142-234-213-55-192-16-184-252-252-77-54-211-96-205-136-119-221-107-149-187-140-75-78-108;1;2013;8022;33;Quartiergruppe St.Fiden;5;0;2;5;Haushalte mit zwei Erwachsenen;2011
114-151-243-119-192-170-27-113-142-234-213-55-192-16-184-252-252-77-54-211-96-205-136-119-221-107-149-187-140-75-78-108;1;2017;8022;33;Quartiergruppe St.Fiden;5;0;2;5;Haushalte mit zwei Erwachsenen;2011
114-151-243-119-192-170-27-113-142-234-213-55-192-16-184-252-252-77-54-211-96-205-136-119-221-107-149-187-140-75-78-108;3;2011;8022;33;Quartiergruppe St.Fiden;5;0;2;5;Haushalte mit zwei Erwachsenen;2011
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;1;2013;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;1;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;1;2017;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;2;5;Haushalte mit zwei Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;3;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;4;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;5;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;0;2;5;Haushalte mit zwei Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;6;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;2;5;Haushalte mit zwei Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;6;2015;8022;32;Quartiergruppe Langgass - Heiligkreuz;3;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;7;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;7;2017;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;8;2012;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;0;5;6;Haushalte mit drei oder mehr Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;8;2016;8022;32;Quartiergruppe Langgass - Heiligkreuz;4;1;5;4;Drei oder mehr Erwachsene mit mindestens einer Person unter 18 Jahren;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;10;2012;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;10;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;12;2013;8022;32;Quartiergruppe Langgass - Heiligkreuz;5;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;12;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;5;0;2;5;Haushalte mit zwei Erwachsenen;2012
114-88-20-50-215-157-154-70-208-68-145-128-145-137-163-114-137-199-58-100-114-82-146-233-247-109-227-53-39-78-223-77;13;2014;8022;32;Quartiergruppe Langgass - Heiligkreuz;2;0;1;1;Einpersonenhaushalt;2012
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;1;2018;8023;22;Quartiergruppe Riethüsli;2;0;1;1;Einpersonenhaushalt;2018
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;6;2019;8023;22;Quartiergruppe Riethüsli;3;0;1;1;Einpersonenhaushalt;2018
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;7;2018;8023;22;Quartiergruppe Riethüsli;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2018
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;8;2018;8023;22;Quartiergruppe Riethüsli;4;0;2;5;Haushalte mit zwei Erwachsenen;2018
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;8;2019;8023;22;Quartiergruppe Riethüsli;4;0;2;5;Haushalte mit zwei Erwachsenen;2018
115-5-75-57-249-131-98-101-71-167-192-127-209-71-199-189-239-217-95-90-197-124-219-147-45-54-219-60-122-255-214-33;9;2018;8023;22;Quartiergruppe Riethüsli;2;0;1;1;Einpersonenhaushalt;2018
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;1;2017;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;2;2017;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;2;2019;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;3;2012;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;3;2016;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;3;2019;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-106-57-105-152-238-29-93-88-67-103-23-121-60-168-157-87-38-193-115-135-86-42-171-5-142-119-116-191-210-60-116;5;2012;8022;25;Quartiergruppe St.Jakob;4;0;1;1;Einpersonenhaushalt;2011
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;2;2016;8023;12;Quartiergruppe Bruggen;2;0;2;5;Haushalte mit zwei Erwachsenen;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;2;2018;8023;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;3;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;4;2016;8023;12;Quartiergruppe Bruggen;3;0;3;6;Haushalte mit drei oder mehr Erwachsenen;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;6;2018;8023;12;Quartiergruppe Bruggen;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;8;2017;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;8;2019;8023;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;9;2017;8023;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2016
116-121-170-23-32-226-133-254-39-104-130-213-8-1-231-41-146-170-112-42-224-86-194-112-117-211-236-254-24-114-179-191;9;2018;8023;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2016
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;1;2017;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;2;2016;8022;12;Quartiergruppe Bruggen;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;2;2017;8022;12;Quartiergruppe Bruggen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;2;2019;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;3;2015;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;4;2015;8022;12;Quartiergruppe Bruggen;4;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;4;2018;8022;12;Quartiergruppe Bruggen;4;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;7;2019;8022;12;Quartiergruppe Bruggen;3;2;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;8;2016;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;8;2017;8022;12;Quartiergruppe Bruggen;4;0;2;5;Haushalte mit zwei Erwachsenen;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;9;2017;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;10;2016;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
116-191-121-165-43-161-253-47-147-9-96-144-42-193-81-232-71-254-157-213-143-49-44-129-131-74-220-134-238-114-115-239;10;2018;8022;12;Quartiergruppe Bruggen;2;0;1;1;Einpersonenhaushalt;2014
117-139-211-174-222-8-85-56-187-238-44-57-175-13-64-222-152-184-211-41-71-43-93-167-122-96-224-241-211-27-97-135;1;2013;8022;12;Quartiergruppe Bruggen;3;0;2;5;Haushalte mit zwei Erwachsenen;2011
117-139-211-174-222-8-85-56-187-238-44-57-175-13-64-222-152-184-211-41-71-43-93-167-122-96-224-241-211-27-97-135;1;2015;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
117-139-211-174-222-8-85-56-187-238-44-57-175-13-64-222-152-184-211-41-71-43-93-167-122-96-224-241-211-27-97-135;2;2017;8022;12;Quartiergruppe Bruggen;3;0;1;1;Einpersonenhaushalt;2011
117-139-211-174-222-8-85-56-187-238-44-57-175-13-64-222-152-184-211-41-71-43-93-167-122-96-224-241-211-27-97-135;3;2015;8022;12;Quartiergruppe Bruggen;3;1;2;3;Zwei Erwachsene mit mindestens einer Person unter 18 Jahren;2011
